gene	bait	correlation
Tsp29Fa	Cpr49Ag	-0.8368572756655744
Fatp	Cpr49Ag	0.9450569507795699
Cyt-b5-r	Cpr49Ag	0.9199182332338771
l(2)37Ce	Cpr49Ag	-0.842986036230829
geminin	Cpr49Ag	-0.838361838790586
l(2)01289	Cpr49Ag	0.9222960470724157
PGRP-SC2	Cpr49Ag	-0.8727059707422112
egr	Cpr49Ag	-0.8168180314810174
Oda	Cpr49Ag	-0.8182334267648556
fat-spondin	Cpr49Ag	0.9625516005783735
GstE1	Cpr49Ag	0.9382552865773691
obst-G	Cpr49Ag	-0.8461512634549824
bmm	Cpr49Ag	-0.8369052835731262
Oatp74D	Cpr49Ag	-0.808426668829306
Indy	Cpr49Ag	0.9190718791417387
serp	Cpr49Ag	0.9415631189478217
gfzf	Cpr49Ag	0.929116359594827
Irp-1B	Cpr49Ag	0.9810713458291662
Cyp9f2	Cpr49Ag	-0.8101508101990539
Dip-C	Cpr49Ag	-0.81130927271471
glob1	Cpr49Ag	0.92276913076041
decay	Cpr49Ag	-0.8132025538393267
HP1c	Cpr49Ag	-0.8169606539936556
Fer2LCH	Cpr49Ag	-0.8363089546001845
aralar1	Cpr49Ag	0.9599202207930989
Gfat1	Cpr49Ag	0.9609913603401868
bt	Cpr49Ag	0.9266300305902266
Mct1	Cpr49Ag	-0.8413701391273337
GIIIspla2	Cpr49Ag	-0.8372632197168162
Pis	Cpr49Ag	-0.851223134815315
GalNAc-T2	Cpr49Ag	-0.8669755629512316
sec31	kkv	0.9315612780385356
maf-S	kkv	-0.831582687664718
primo-1	kkv	0.9849833764848158
put	kkv	-0.8104033160636394
pck	kkv	-0.889934363343479
PNUTS	Gasp	-0.8087655896780315
Rtnl1	Gasp	0.947747678926617
NC2beta	Gasp	-0.8157222283127048
sec31	Gasp	0.9263380844201823
Tfb1	Gasp	-0.8949864021476348
Phk-3	Gasp	0.9319666308759021
pgant6	Gasp	0.936248396799011
bmm	Gasp	-0.8593346580842682
Grasp65	Gasp	0.9355166915229713
kkv	Gasp	0.9422234433297606
Surf4	Gasp	0.9299587058455392
OstStt3	Gasp	0.9374461449367207
jigr1	Gasp	-0.8494689821469071
SNF1A	Gasp	-0.8639317116224292
pck	Gasp	-0.8274224719489104
Pis	Gasp	-0.810228085105401
